complaint_id,timestamp,customer_id,channel,complaint_text,category,priority,supplier_id,product_category,region,order_id,complaint_text_normalized,complaint_text_no_stopwords,category_encoded
CMP-000217,2024-05-11 14:11:18,CUST-1291,web,Order ORD-613234 missing items. Expected 306 but received only 82 raspberries.,Missing Items,low,SUP-8724,broccoli,Europe,ORD-613234,order ord613234 missing items expected 306 but received only 82 raspberries,order ord613234 missing items expected 306 received 82 raspberries,3
CMP-000218,2024-05-12 04:48:34,CUST-1005,email,Shipment ORD-710224 stuck in transit for 12 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-6735,broccoli,Europe,ORD-710224,shipment ord710224 stuck in transit for 12 days this is causing major disruptions to our supply chain,shipment ord710224 stuck transit 12 days causing major disruptions supply chain,1
CMP-000219,2024-05-12 19:25:51,CUST-2696,web,Order ORD-438548 is severely delayed. We needed these potatoes by 2025-10-27 for our retail operations.,Delivery Delay,high,SUP-11421,pears,Europe,ORD-438548,order ord438548 is severely delayed we needed these potatoes by 20251027 for our retail operations,order ord438548 severely delayed needed potatoes 20251027 retail operations,1
CMP-000220,2024-05-13 10:03:07,CUST-1254,app,Been waiting 8 days for update on order ORD-117072. This lack of communication is unprofessional.,Poor Communication,low,SUP-5764,lemons,Europe,ORD-117072,been waiting 8 days for update on order ord117072 this lack of communication is unprofessional,waiting 8 days update order ord117072 lack communication unprofessional,4
CMP-000221,2024-05-14 00:40:24,CUST-1168,web,"Delivery delay for shipment ORD-362552. Expected 2025-10-27, still not received. Our customers are waiting.",Delivery Delay,critical,SUP-5779,organic apples,Asia,ORD-362552,delivery delay for shipment ord362552 expected 20251027 still not received our customers are waiting,delivery delay shipment ord362552 expected 20251027 still received customers waiting,1
CMP-000222,2024-05-14 15:17:40,CUST-1159,app,"Order ORD-599968 completely ruined. oranges arrived in terrible condition, cannot be sold.",Damaged Goods,medium,SUP-10685,bell peppers,Europe,ORD-599968,order ord599968 completely ruined oranges arrived in terrible condition cannot be sold,order ord599968 completely ruined oranges arrived terrible condition cannot sold,0
CMP-000223,2024-05-15 05:54:56,CUST-1468,social,Quality of cantaloupe in order ORD-174268 is substandard. Items are not fresh as promised.,Quality Issues,critical,SUP-11169,cherries,Asia,ORD-174268,quality of cantaloupe in order ord174268 is substandard items are not fresh as promised,quality cantaloupe order ord174268 substandard items fresh promised,6
CMP-000224,2024-05-15 20:32:13,CUST-2386,app,Delivery driver for order ORD-772741 was extremely rude and unprofessional.,Service Complaint,medium,SUP-11129,bell peppers,Europe,ORD-772741,delivery driver for order ord772741 was extremely rude and unprofessional,delivery driver order ord772741 extremely rude unprofessional,7
CMP-000225,2024-05-16 11:09:29,CUST-2406,social,Shipment ORD-746002 arrived with crushed boxes. Multiple tomatoes units are unsellable.,Damaged Goods,low,SUP-7576,peaches,Asia,ORD-746002,shipment ord746002 arrived with crushed boxes multiple tomatoes units are unsellable,shipment ord746002 arrived crushed boxes multiple tomatoes units unsellable,0
CMP-000226,2024-05-17 01:46:46,CUST-1567,email,Order ORD-359822 contains potatoes that are already showing signs of spoilage upon arrival.,Quality Issues,high,SUP-9174,bananas,North America,ORD-359822,order ord359822 contains potatoes that are already showing signs of spoilage upon arrival,order ord359822 contains potatoes already showing signs spoilage upon arrival,6
CMP-000227,2024-05-17 16:24:02,CUST-1605,email,Billing discrepancy on order ORD-510780. The unit price for broccoli doesn't match our contract.,Pricing Error,high,SUP-7958,avocados,Asia,ORD-510780,billing discrepancy on order ord510780 the unit price for broccoli doesnt match our contract,billing discrepancy order ord510780 unit price broccoli doesnt match contract,5
CMP-000228,2024-05-18 07:01:19,CUST-2762,social,Order ORD-505629 is severely delayed. We needed these potatoes by 2025-11-01 for our retail operations.,Delivery Delay,medium,SUP-7147,bananas,Asia,ORD-505629,order ord505629 is severely delayed we needed these potatoes by 20251101 for our retail operations,order ord505629 severely delayed needed potatoes 20251101 retail operations,1
CMP-000229,2024-05-18 21:38:35,CUST-2942,social,Critical delay on order ORD-163406. The mangoes were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-9404,garlic,Asia,ORD-163406,critical delay on order ord163406 the mangoes were timesensitive and now may be unusable,critical delay order ord163406 mangoes timesensitive may unusable,1
CMP-000230,2024-05-19 12:15:52,CUST-1171,web,My order #ORD-390946 was supposed to arrive on 2025-10-29 but it's now 5 days late. This is unacceptable for perishable goods.,Delivery Delay,low,SUP-10979,cherries,Asia,ORD-390946,my order ord390946 was supposed to arrive on 20251029 but its now 5 days late this is unacceptable for perishable goods,order ord390946 supposed arrive 20251029 5 days late unacceptable perishable goods,1
CMP-000231,2024-05-20 02:53:08,CUST-1500,email,Shipment ORD-160718 stuck in transit for 9 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-6124,watermelons,Asia,ORD-160718,shipment ord160718 stuck in transit for 9 days this is causing major disruptions to our supply chain,shipment ord160718 stuck transit 9 days causing major disruptions supply chain,1
CMP-000232,2024-05-20 17:30:25,CUST-2016,web,Cannot get anyone to respond about order ORD-271790 delay. Very frustrated with the service.,Poor Communication,medium,SUP-11319,asparagus,Asia,ORD-271790,cannot get anyone to respond about order ord271790 delay very frustrated with the service,cannot get anyone respond order ord271790 delay frustrated service,4
CMP-000233,2024-05-21 08:07:41,CUST-2652,social,Customer service rep was very unprofessional when I called about order ORD-451284.,Service Complaint,medium,SUP-5454,broccoli,North America,ORD-451284,customer service rep was very unprofessional when i called about order ord451284,customer service rep unprofessional called order ord451284,7
CMP-000234,2024-05-21 22:44:58,CUST-1753,app,Quality issue with order ORD-274987. The pineapples show signs of improper handling during transport.,Damaged Goods,critical,SUP-7981,raspberries,Asia,ORD-274987,quality issue with order ord274987 the pineapples show signs of improper handling during transport,quality issue order ord274987 pineapples show signs improper handling transport,0
CMP-000235,2024-05-22 13:22:14,CUST-2907,email,"Order ORD-287654 completely ruined. peaches arrived in terrible condition, cannot be sold.",Damaged Goods,critical,SUP-9682,blueberries,Asia,ORD-287654,order ord287654 completely ruined peaches arrived in terrible condition cannot be sold,order ord287654 completely ruined peaches arrived terrible condition cannot sold,0
CMP-000236,2024-05-23 03:59:31,CUST-2378,email,"Delivery delay for shipment ORD-626428. Expected 2025-10-30, still not received. Our customers are waiting.",Delivery Delay,critical,SUP-7681,tomatoes,North America,ORD-626428,delivery delay for shipment ord626428 expected 20251030 still not received our customers are waiting,delivery delay shipment ord626428 expected 20251030 still received customers waiting,1
CMP-000237,2024-05-23 18:36:47,CUST-1016,web,"Delivery delay for shipment ORD-578933. Expected 2025-10-29, still not received. Our customers are waiting.",Delivery Delay,high,SUP-11329,pineapples,Asia,ORD-578933,delivery delay for shipment ord578933 expected 20251029 still not received our customers are waiting,delivery delay shipment ord578933 expected 20251029 still received customers waiting,1
CMP-000238,2024-05-24 09:14:04,CUST-2844,app,Billing discrepancy on order ORD-868043. The unit price for organic apples doesn't match our contract.,Pricing Error,critical,SUP-11217,limes,Europe,ORD-868043,billing discrepancy on order ord868043 the unit price for organic apples doesnt match our contract,billing discrepancy order ord868043 unit price organic apples doesnt match contract,5
CMP-000239,2024-05-24 23:51:20,CUST-2511,web,My order #ORD-990247 was supposed to arrive on 2025-10-31 but it's now 10 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-12350,cherries,North America,ORD-990247,my order ord990247 was supposed to arrive on 20251031 but its now 10 days late this is unacceptable for perishable goods,order ord990247 supposed arrive 20251031 10 days late unacceptable perishable goods,1
CMP-000240,2024-05-25 14:28:37,CUST-2435,web,Unacceptable behavior from your team handling order ORD-533121. Need to speak with a manager.,Service Complaint,medium,SUP-8563,limes,Asia,ORD-533121,unacceptable behavior from your team handling order ord533121 need to speak with a manager,unacceptable behavior team handling order ord533121 need speak manager,7
CMP-000241,2024-05-26 05:05:53,CUST-1597,web,Received only partial order ORD-348273. Where are the remaining 33 peaches?,Missing Items,medium,SUP-11389,pineapples,North America,ORD-348273,received only partial order ord348273 where are the remaining 33 peaches,received partial order ord348273 remaining 33 peaches,3
CMP-000242,2024-05-26 19:43:09,CUST-1318,email,Billing discrepancy on order ORD-214266. The unit price for kale doesn't match our contract.,Pricing Error,medium,SUP-7170,cherries,Asia,ORD-214266,billing discrepancy on order ord214266 the unit price for kale doesnt match our contract,billing discrepancy order ord214266 unit price kale doesnt match contract,5
CMP-000243,2024-05-27 10:20:26,CUST-1322,web,Incomplete delivery for ORD-194813. 10 cases of fresh strawberries are missing from the shipment.,Missing Items,high,SUP-10547,mangoes,Europe,ORD-194813,incomplete delivery for ord194813 10 cases of fresh strawberries are missing from the shipment,incomplete delivery ord194813 10 cases fresh strawberries missing shipment,3
CMP-000244,2024-05-28 00:57:42,CUST-1356,email,Shipment ORD-959926 stuck in transit for 9 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-6145,lettuce,Asia,ORD-959926,shipment ord959926 stuck in transit for 9 days this is causing major disruptions to our supply chain,shipment ord959926 stuck transit 9 days causing major disruptions supply chain,1
CMP-000245,2024-05-28 15:34:59,CUST-2700,app,Poor service experience with shipment ORD-164664. Staff was unhelpful and dismissive.,Service Complaint,high,SUP-5178,tomatoes,Asia,ORD-164664,poor service experience with shipment ord164664 staff was unhelpful and dismissive,poor service experience shipment ord164664 staff unhelpful dismissive,7
CMP-000246,2024-05-29 06:12:15,CUST-1908,app,Invoice ORD-777366 shows incorrect pricing. We were quoted $1876 but charged $2757.,Pricing Error,medium,SUP-11731,cantaloupe,Europe,ORD-777366,invoice ord777366 shows incorrect pricing we were quoted 1876 but charged 2757,invoice ord777366 shows incorrect pricing quoted 1876 charged 2757,5
CMP-000247,2024-05-29 20:49:32,CUST-1060,social,"Damaged goods in shipment ORD-620226. Temperature control appears to have failed, cucumbers are spoiled.",Damaged Goods,medium,SUP-10030,garlic,North America,ORD-620226,damaged goods in shipment ord620226 temperature control appears to have failed cucumbers are spoiled,damaged goods shipment ord620226 temperature control appears failed cucumbers spoiled,0
CMP-000248,2024-05-30 11:26:48,CUST-2325,web,Pricing error detected. Order ORD-357724 billed at $2058 instead of agreed $1624.,Pricing Error,medium,SUP-12247,peaches,North America,ORD-357724,pricing error detected order ord357724 billed at 2058 instead of agreed 1624,pricing error detected order ord357724 billed 2058 instead agreed 1624,5
CMP-000249,2024-05-31 02:04:05,CUST-2291,email,Order ORD-361250 missing items. Expected 500 but received only 81 peaches.,Missing Items,low,SUP-7634,raspberries,Europe,ORD-361250,order ord361250 missing items expected 500 but received only 81 peaches,order ord361250 missing items expected 500 received 81 peaches,3
